 
235    	47	34
236    	27	79
237    	37	10
238    	85	27
239    	87	1
240    	35	50
241    	21	25
242    	48	75
243    	50	51
244    	77	41
245    	38	89
246    	72	94
247    	48	28
248    	48	56
249    	11	94
250    	54	4
251    	79	23
252    	43	92
253    	49	4
254    	21	76
255    	90	78
256    	6	88
257    	30	62
258    	42	85
259    	33	66
260    	4	34
261    	4	89
262    	90	70
263    	88	81
264    	21	2
265    	39	74
266    	40	38
267    	23	96
268    	32	48
269    	52	52
270    	73	42
271    	57	87
272    	75	68
273    	100	95
274    	63	44
275    	65	20
276    	17	59
277    	99	85
278    	56	63
279    	38	77
280    	78	55
281    	22	58
282    	35	7
283    	93	81
284    	75	18
285    	80	59
286    	3	100
287    	99	77
288    	87	86
289    	38	76
290    	19	75
291    	2	88
292    	83	59
293    	96	77
294    	65	59
295    	66	26
296    	78	68
297    	7	8
298    	20	44
299    	24	45
300    	34	62
301    	12	80
302    	78	71
303    	9	26
304    	60	88
305    	94	87
306    	54	52
307    	88	77
308    	13	43
309    	82	28
310    	67	88
311    	36	75
312    	47	53
313    	55	44
314    	29	33
315    	19	17
316    	24	15
317    	51	11
318    	6	28
319    	80	72
320    	31	13
321    	64	91
322    	67	80
323    	80	88
324    	32	34
325    	63	47
326    	76	70
327    	66	29
328    	31	83
329    	26	40
330    	49	43
331    	63	6
332    	90	99
333    	62	81
334    	28	3
335    	8	42
336    	11	71
337    	77	83
338    	1	70
339    	67	88
340    	73	66
341    	65	92
342    	57	77
343    	76	100
344    	78	61
345    	73	48
346    	11	57
347    	49	42
348    	35	19
349    	47	74
350    	18	9
351    	12	33
352    	15	15
353    	3	6
354    	60	62
355    	12	52
356    	55	81
357    	76	40
358    	58	44
359    	3	32
360    	16	2
361    	90	8
362    	32	100
363    	67	22
364    	55	81
365    	72	63
366    	46	62
367    	38	90
368    	3	51
369    	57	62
370    	90	44
371    	98	10
372    	85	89
373    	86	76
374    	15	2
375    	100	47
376    	73	90
377    	74	87
378    	62	68
379    	3	81
380    	25	99
381    	25	67
382    	52	29
383    	78	37
384    	86	39
385    	22	95
386    	85	23
387    	100	62
388    	39	22
389    	65	54
390    	2	64
391    	93	73
392    	88	38
393    	29	3
394    	63	40
395    	6	59
396    	87	14
397    	34	24
398    	75	65
399    	76	11
400    	51	42
401    	63	66
402    	69	84
403    	51	3
404    	75	48
405    	43	76
406    	59	18
407    	42	92
408    	55	25
409    	95	78
410    	94	13
411    	62	99
412    	98	10
413    	13	92
414    	95	82
415    	51	39
416    	51	54
417    	66	95
418    	99	9
419    	44	15
420    	20	85
421    	24	36
422    	56	89
423    	44	64
424    	74	43
425    	17	70
426    	49	2
427    	38	37
428    	73	44
429    	70	50
430    	35	7
431    	99	20
432    	11	81
433    	63	3
434    	33	80
435    	26	66
436    	90	69
437    	8	90
438    	44	3
439    	42	82
440    	25	13
441    	31	45
442    	79	70
443    	31	34
444    	89	63
445    	38	43
446    	70	69
447    	16	63
448    	99	4
449    	85	16
450    	34	38
451    	17	78
452    	84	30
453    	42	91
454    	41	9
455    	82	93
456    	47	16
457    	5	20
458    	71	25
459    	86	85
460    	85	44
461    	73	26
462    	1	76
463    	6	11
464    	14	88
465    	2	69
466    	31	36
467    	35	1
468    	10	12
469    	76	43
470    	99	25
471    	72	52
472    	52	88
473    	83	46
474    	20	41
475    	24	74
476    	26	18
477    	74	40
478    	32	23
479    	3	30
480    	43	81
481    	90	75
482    	14	44
483    	48	59
484    	89	6
485    	60	24
486    	8	21
487    	93	49
488    	27	35
489    	88	70
490    	50	54
491    	35	19
492    	56	20
493    	69	93
494    	11	86
495    	77	90
496    	25	54
497    	76	92
498    	97	42
499    	9	98
500    	83	32
501    	32	34
502    	86	37
503    	1	61
504    	85	10
505    	32	27
506    	35	73
507    	79	45
508    	22	13
509    	22	81
510    	81	54
511    	58	100
512    	91	28
513    	29	57
514    	100	65
515    	47	9
516    	10	25
517    	56	1
518    	4	37
519    	96	78
520    	2	11
521    	83	14
522    	57	75
523    	58	54
524    	85	49
525    	8	5
526    	91	39
527    	44	39
528    	17	52
529    	15	11
530    	10	53
531    	24	49
532    	80	74
533    	47	17
534    	91	93
535    	75	60
536    	93	38
537    	37	99
538    	75	6
539    	93	29
540    	94	4
541    	7	29
542    	11	26
543    	26	44
544    	39	59
545    	97	100
546    	60	34
547    	48	42
548    	13	68
549    	48	37
550    	79	13
551    	43	60
552    	84	73
553    	45	9
554    	33	71
555    	66	27
556    	62	39
557    	72	34
558    	15	9
559    	97	94
560    	87	77
561    	6	67
562    	79	15
563    	61	80
564    	85	88
565    	96	99
566    	29	89
567    	27	83
568    	23	20
569    	55	48
570    	64	36
571    	82	10
572    	96	43
573    	6	17
574    	70	55
575    	75	43
576    	87	16
577    	56	8
578    	67	13
579    	73	91
580    	51	13
581    	32	12
582    	99	2
583    	33	10
584    	80	68
585    	98	98
586    	46	6
587    	81	60
588    	26	8
589    	20	83
590    	81	59
591    	13	57
592    	77	9
593    	30	32
594    	44	93
595    	82	20
596    	1	68
597    	6	66
598    	85	33
599    	10	57
600    	92	13
601    	93	57
602    	57	21
603    	73	40
604    	93	71
605    	98	80
606    	55	31
607    	27	2
608    	87	38
609    	99	81
610    	17	41
611    	28	74
612    	86	86
613    	30	8
614    	5	38
615    	62	3
616    	94	100
617    	98	46
618    	66	33
619    	33	34
620    	39	99
621    	45	33
622    	17	69
623    	2	28
624    	39	99
625    	31	52
626    	19	44
627    	41	80
628    	85	18
629    	20	37
630    	70	33
631    	58	47
632    	97	30
633    	76	64
634    	36	93
635    	9	32
636    	48	40
637    	40	14
638    	34	67
639    	27	5
640    	10	64
641    	20	79
642    	75	11
643    	21	2
644    	36	43
645    	82	71
646    	80	36
647    	96	34
648    	51	81
649    	15	9
650    	64	24
651    	91	99
652    	92	13
653    	69	13
654    	10	4
655    	94	64
656    	12	80
657    	8	21
658    	38	99
659    	11	73
660    	9	43
661    	98	33
662    	13	19
663    	66	18
664    	53	3
665    	50	42
666    	22	6
667    	93	80
668    	36	64
669    	69	54
670    	79	73
671    	35	81
672    	39	58
673    	26	6
674    	45	74
675    	4	94
676    	46	69
677    	48	1
678    	48	24
679    	63	88
680    	47	14
681    	49	25
682    	43	34
683    	4	1
684    	32	66
685    	49	95
686    	64	94
687    	31	66
688    	29	7
689    	29	82
690    	49	83
691    	40	42
692    	42	68
693    	32	85
694    	67	83
695    	2	27
696    	58	82
697    	100	98
698    	10	7
699    	43	98
700    	88	85
701    	25	86
702    	42	56
703    	38	100
704    	91	58
705    	57	23
706    	68	62
707    	41	36
708    	88	10
709    	38	66
710    	100	100
711    	78	44
712    	26	1
713    	59	31
714    	85	78
715    	83	42
716    	15	79
717    	24	11
718    	75	51
719    	2	80
720    	49	22
721    	75	45
722    	14	50
723    	33	29
724    	62	72
725    	94	58
726    	48	46
727    	38	35
728    	76	52
729    	100	9
730    	40	33
731    	85	94
732    	55	76
733    	7	77
734    	42	40
735    	89	98
736    	55	52
737    	50	77
738    	38	43
739    	4	49
740    	79	22
741    	76	39
742    	43	7
743    	87	8
744    	79	69
745    	26	3
746    	33	41
747    	95	57
748    	85	80
749    	68	100
750    	40	1
751    	94	39
752    	13	35
753    	5	37
754    	48	50
755    	55	60
756    	88	59
757    	2	99
758    	95	50
759    	11	51
760    	54	75
761    	85	68
762    	82	27
763    	59	58
764    	99	57
765    	43	30
766    	85	18
767    	75	17
768    	69	79
769    	10	68
770    	52	95
771    	85	88
772    	31	54
773    	74	60
774    	70	41
775    	38	57
776    	67	34
777    	40	25
778    	87	13
779    	90	21
780    	76	45
781    	90	77
782    	83	46
783    	66	17
784    	24	43
785    	48	76
786    	71	17
787    	65	53
788    	43	48
789    	16	14
790    	55	78
791    	6	93
792    	57	64
793    	51	71
794    	50	87
795    	60	81
796    	9	48
797    	94	71
798    	3	22
799    	6	84
800    	5	52
801    	18	30
802    	76	11
803    	47	71
804    	22	49
805    	47	28
806    	59	81
807    	79	23
808    	73	77
809    	8	77
810    	37	42
811    	48	78
812    	41	54
813    	35	29
814    	14	50
815    	55	15
816    	56	62
817    	19	65
818    	94	81
819    	68	61
820    	34	87
821    	61	72
822    	96	94
823    	64	80
824    	32	71
825    	75	14
826    	43	36
827    	100	99
828    	43	36
829    	80	52
830    	27	26
831    	28	100
832    	95	9
833    	61	42
834    	43	22
835    	85	24
836    	91	71
837    	40	13
838    	2	42
839    	77	91
840    	80	51
841    	88	56
842    	6	23
843    	56	99
844    	7	76
845    	35	31
846    	4	50
847    	4	65
848    	84	97
849    	62	19
850    	30	13
851    	99	28
852    	64	96
853    	67	28
854    	42	8
855    	15	47
856    	94	7
857    	63	27
858    	9	15
859    	90	64
860    	88	74
861    	30	83
862    	72	65
863    	65	65
864    	71	87
865    	79	67
866    	76	51
867    	22	58
868    	66	60
869    	84	92
870    	46	56
871    	67	31
872    	66	14
873    	53	15
874    	38	1
875    	7	62
876    	50	80
877    	62	94
878    	95	93
879    	9	72
880    	40	20
881    	14	10
882    	19	83
883    	24	80
884    	68	28
885    	39	75
886    	34	75
887    	39	85
888    	39	90
889    	24	27
890    	32	6
891    	58	31
892    	60	6
893    	60	94
894    	61	88
895    	84	24
896    	35	27
897    	55	5
898    	27	87
899    	27	66
900    	1	8
901    	84	16
902    	73	76
903    	19	45
904    	29	84
905    	73	26
906    	88	6
907    	21	56
908    	99	67
909    	22	34
910    	25	96
911    	4	64
912    	95	91
913    	100	41
914    	93	50
915    	77	34
916    	70	68
917    	57	16
918    	17	5
919    	48	4
920    	85	11
921    	68	94
922    	49	78
923    	82	80
924    	12	6
925    	69	9
926    	63	28
927    	84	37
928    	54	91
929    	9	86
930    	51	91
931    	61	50
932    	59	67
933    	21	95
934    	92	7
935    	39	49
936    	45	21
937    	28	79
938    	57	12
939    	97	11
940    	68	33
941    	67	66
942    	85	33
943    	57	82
944    	63	92
945    	45	44
946    	57	82
947    	9	38
948    	65	39
949    	87	72
950    	49	9
951    	97	26
952    	30	24
953    	27	78
954    	87	54
955    	52	58
956    	77	59
957    	70	63
958    	62	100
959    	10	77
960    	74	20
961    	34	73
962    	4	20
963    	38	66
964    	1	72
965    	86	15
966    	69	58
967    	87	75
968    	32	34
969    	40	94
970    	40	15
971    	90	58
972    	3	48
973    	32	23
974    	1	44
975    	1	85
976    	38	88
977    	20	1
978    	96	89
979    	73	29
980    	37	51
981    	33	3
982    	39	67
983    	12	97
984    	40	74
985    	4	29
986    	27	8
987    	58	47
988    	35	51
989    	38	26
990    	48	28
991    	96	48
992    	72	3
993    	43	4
994    	57	77
995    	24	5
996    	12	97
997    	38	72
998    	71	27
999    	24	94

